Make,Model,Year,Km,Transmission,Fuel,Price
Hyundai,I10,2012,"75,000",manual,gas,"250,000"
Brilliance,Galena,2010,"150,000",automatic,gas,"135,000"
Fiat,128,1988,0,manual,gas,"20,000"
MG,6,2022,"2,800",automatic,gas,"750,000"
Hyundai,Elantra,2007,"300,000",automatic,gas,"250,000"
Hyundai,Verna,2014,"80,000",manual,gas,"220,000"
Byd,F3,2019,"80,000",manual,gas,"268,000"
Hyundai,Tucson GDI,2019,"75,000",automatic,gas,"940,000"
MG,5,2021,"11,000",automatic,gas,"520,000"
Byd,F3,2021,"50,000",manual,gas,"280,000"
Renault,Logan,2015,"152,000",manual,gas,"160,000"
MG,6,2021,"70,000",automatic,gas,"630,000"
Hyundai,Terracan,2005,"112,000",automatic,gas,"475,000"
Skoda,Octavia A4,2005,"160,000",automatic,gas,"245,000"
Renault,Logan,2021,"38,000",automatic,gas,"325,000"
Chevrolet,Optra,2020,"80,000",automatic,gas,"390,000"
Fiat,Shahin,1996,0,manual,gas,"52,000"
Byd,L3,2022,"49,000",automatic,gas,"350,000"
Seat,Ibiza,2021,"28,300",automatic,gas,"500,000"
Mazda,3 || Mazda 3,2008,"109,000",automatic,gas,"260,000"
Nissan,Sunny,1995,0,manual,gas,"130,000"
Nissan,Pick up,2015,"300,000",manual,diesel,"225,000"
Toyota,Hilux,1984,0,manual,gas,"80,000"
Fiat,132,1973,0,manual,gas,"20,000"
Hyundai,Excel,1997,0,manual,gas,"60,000"
Chery,Tiggo 3,2021,"51,000",automatic,gas,"350,000"
Toyota,Corolla,2020,"22,000",automatic,gas,"745,000"
Mitsubishi,Lancer EX Shark,2018,"93,000",automatic,gas,"500,000"
Skoda,Fantasia,2013,"200,000",automatic,gas,"370,000"
Nissan,Sunny,2020,"130,000",automatic,gas,"315,000"
Daewoo,Lanos,2005,"165,000",manual,gas,"140,000"
Volkswagen,Passat,2006,"195,000",automatic,gas,"320,000"
Nissan,Sunny,2023,"22,000",automatic,gas,0
MG,5,2020,"82,500",automatic,gas,"380,000"
Mercedes,300,1991,"300,000",automatic,gas,"240,000"
Chevrolet,Aveo,2014,"105,000",automatic,gas,"225,000"
Kia,Grand Cerato,2021,"100,000",automatic,gas,"675,000"
Kia,Cerato,2016,"140,000",automatic,gas,"410,000"
Chevrolet,Optra,2011,"69,000",manual,gas,"145,000"
Peugeot,3008,2015,"157,000",automatic,gas,"450,000"
Seat,Ibiza,1994,"250,000",manual,gas,"70,000"
Kia,Carens,2010,"150,000",automatic,gas,"288,000"
Byd,Flyer,2006,"45,000",manual,gas,"60,000"
Mercedes,C 200,2009,"200,000",automatic,gas,"550,000"
Renault,Sandero Step Way,2013,"170,000",automatic,gas,"168,000"
Renault,Sandero,2021,"44,000",automatic,gas,"405,000"
BMW,320,2008,0,automatic,gas,"410,000"
Renault,Logan,2014,"96,000",automatic,gas,"225,000"
Fiat,126,1992,0,manual,gas,"22,000"
Volkswagen,Passat,2006,"195,000",automatic,gas,"320,000"
BMW,850,1990,"130,000",manual,gas,"2,000,000"
Toyota,Corolla,2013,"190,000",automatic,gas,"385,000"
Hyundai,Avante,2007,"186,000",automatic,gas,"355,000"
Nissan,Qashqai,2016,"130,000",automatic,gas,"560,000"
Jaguar,F-Pace,2023,0,automatic,gas,"3,500,000"
Kia,Picanto,2012,"100,000",automatic,gas,"280,000"
Opel,Astra,2016,"130,000",automatic,gas,"420,000"
Kia,Picanto,2014,"90,000",automatic,gas,"310,000"
Suzuki,Van,2015,"92,000",manual,gas,"170,000"
Suzuki,Van,2015,0,automatic,gas,"170,000"
Chevrolet,Aveo,2014,"242,000",manual,gas,"195,000"
Geely,Pandino,2015,"105,000",manual,gas,"155,000"
Chery,Tiggo 3,2022,"12,000",automatic,gas,"475,000"
MG,ZS,2020,"93,000",automatic,gas,"450,000"
Volkswagen,ID 4,2022,0,automatic,Electric,"1,400,000"
Volkswagen,ID 4,2022,0,automatic,Electric,"1,450,000"
Changan,CS 15,2022,"25,000",automatic,gas,"430,000"
Haima,S5,2018,"120,000",automatic,gas,"425,000"
Land Rover,Velar,2020,"8,000",automatic,gas,"2,800,000"
Kia,Cerato,2016,"198,000",automatic,gas,"420,000"
Hyundai,Elantra MD,2012,"204,000",automatic,gas,"345,000"
Isuzu,D max,1991,0,manual,diesel,"110,000"
Renault,Duster,2015,"151,000",manual,gas,"320,000"
Byd,L3,2016,"40,000",automatic,gas,"235,000"
Kia,Cerato,2017,"80,000",automatic,gas,"510,000"
Hyundai,I30,2008,"102,073",automatic,gas,"275,000"
Chevrolet,Lanos,2015,"175,000",manual,Hybrid,"165,000"
Daewoo,Nubira 2,1999,"300,000",manual,gas,"130,000"
Chery,Tiggo 3,2017,"139,000",automatic,gas,"280,000"
Hyundai,Avante,2001,"180,000",automatic,gas,"240,000"
Nissan,Sunny,2021,"70,000",automatic,gas,"365,000"
Fiat,128,1984,0,manual,gas,"25,000"
Lada,2107,2009,"30,000",manual,Hybrid,"90,000"
Chery,Arrizo 5,2020,"30,000",automatic,gas,"350,000"
Nissan,Sunny,2017,"45,000",automatic,gas,"335,000"
Lada,Granta,2020,"85,000",manual,gas,"210,000"
Kia,Cerato Koup,2015,"73,000",automatic,gas,"610,000"
Fiat,Tipo,2020,"90,000",automatic,gas,"550,000"
Senova,A1,2018,"64,000",automatic,gas,"180,000"
Chevrolet,Aveo,2017,"100,000",automatic,gas,"260,000"
Mercedes,S 450,2022,0,automatic,gas,"7,000,000"
Ssang Yong,Tivoli XLV,2016,"65,000",automatic,gas,"475,000"
Chevrolet,Optra,2021,"65,000",automatic,gas,"355,000"
Kia,Sportage,2022,"30,000",automatic,gas,"885,000"
Great Wall,Peri,2008,"63,000",manual,gas,"110,000"
Skoda,Favorit,1994,0,manual,gas,"35,000"
Mitsubishi,Lancer EX Shark,2015,"190,000",automatic,gas,"345,000"
Brilliance,FRV,2012,"188,000",automatic,gas,"130,000"
Hyundai,Excel,1994,"200,000",manual,gas,"70,000"
Suzuki,Van,2017,0,manual,gas,"165,000"
Fiat,Uno,2002,"136,000",automatic,gas,"65,000"
MG,5,2020,"81,000",automatic,gas,"400,000"
Chery,Tiggo,2018,"77,000",automatic,gas,"350,000"
Fiat,Punto evo,2011,"179,000",automatic,gas,"220,000"
Gmc,Sierra,2016,"150,000",automatic,gas,"2,500,000"
Chevrolet,Optra,2017,"171,000",automatic,gas,"255,000"
Chery,Arrizo 5,2023,"19,500",automatic,gas,"355,000"
Fiat,128,1979,0,manual,gas,"30,000"
Geely,Emgrand 7,2014,"200,000",manual,gas,"145,000"
Hyundai,Accent,1999,0,manual,gas,"110,000"
Mercedes,E 200 AMG,2021,"39,000",automatic,gas,"2,950,000"
BMW,530,2023,10,automatic,gas,"4,350,000"
Jac,S4,2021,"36,000",automatic,gas,"540,000"
Hyundai,Excel,1998,"140,000",automatic,gas,"72,000"
Mercedes,E 200,2020,"62,000",automatic,gas,"2,300,000"
Hyundai,Tucson Turbo GDI || Tucson Turbo,2022,"13,500",automatic,gas,"1,350,000"
Mercedes,GLC 300,2020,"15,000",automatic,gas,"3,100,000"
BMW,328,2014,"112,000",automatic,gas,"820,000"
Opel,Crossland,2020,"26,000",automatic,gas,"600,000"
Ford,Fusion,2013,"310,000",automatic,gas,"350,000"
Daewoo,Nubira 2,2002,"200,000",manual,gas,"115,000"
Speranza,A516,2019,"150,000",manual,gas,"95,000"
Toyota,Corolla,2008,"37,600",automatic,gas,"450,000"
Hyundai,Accent,2000,"300,000",manual,gas,"112,000"
Skoda,Octavia A7,2014,"185,000",automatic,gas,"520,000"
BMW,116,2008,"269,000",manual,gas,"230,000"
Peugeot,3008,2022,"4,500",automatic,gas,"1,050,000"
Byd,F3,2021,"65,000",manual,gas,"245,000"
MG,ZS,2022,"15,000",automatic,gas,"595,000"
Audi,A3,2019,"87,000",automatic,gas,"870,000"
Skoda,Octavia A5,2006,"30,000",manual,gas,"170,000"
MG,5,2022,"33,000",automatic,gas,"515,000"
Honda,Civic,2012,"153,000",automatic,gas,"415,000"
Renault,Logan,2012,"212,000",manual,gas,"156,000"
MG,HS,2022,"27,000",automatic,gas,"825,000"
Ford,Kuga,2017,"94,000",automatic,gas,"720,000"
Nissan,Sunny,2020,"140,000",automatic,gas,"355,000"
Lada,2017,2008,"89,000",automatic,gas,"83,000"
Chevrolet,Suburban,2012,"253,000",automatic,gas,"1,390,000"
Hyundai,Elantra AD,2019,"39,000",automatic,gas,"600,000"
Brilliance,V5,2014,"175,000",automatic,gas,"295,000"
BMW,318,2018,"65,000",automatic,gas,"895,000"
Chevrolet,Aveo,2013,"104,000",manual,gas,"195,000"
Nissan,Sunny,2019,"80,000",automatic,gas,"335,000"
Nissan,Qashqai,2019,"8,200",automatic,gas,"700,000"
Kia,Rio,2017,"87,000",automatic,gas,"420,000"
Subaru,XV,2017,"140,000",automatic,gas,"580,000"
Chery,Tiggo 3,2023,900,automatic,gas,"540,000"
MG,6,2021,"52,000",automatic,gas,"590,000"
Peugeot,301,2016,"173,000",automatic,gas,"270,000"
Seat,Ibiza,2009,"140,000",automatic,gas,"250,000"
Kia,Cerato Koup,2010,"181,000",automatic,gas,"275,000"
Renault,Logan,2017,"100,000",automatic,gas,"240,000"
Hyundai,Avante,2001,"200,000",automatic,gas,"250,000"
Kia,Carens,2010,"260,000",automatic,gas,"330,000"
Peugeot,508,2020,"83,000",automatic,gas,"920,000"
Suzuki,S Presso,2022,"1,400",manual,gas,0
Nissan,Sunny,2014,"300,000",automatic,gas,"270,000"
Fiat,Tipo,2022,"40,000",automatic,gas,"570,000"
Kia,Cerato,2017,"181,000",automatic,gas,"530,000"
Mercedes,200,1982,"250,000",manual,gas,"95,000"
Kia,Rio,2002,"200,000",manual,gas,"110,000"
Lada,Niva,1982,"100,000",manual,gas,"35,000"
Suzuki,Van,2015,"70,000",manual,gas,"60,000"
Hyundai,Verna,2014,"100,002",manual,gas,"165,000"
Kia,Sportage,2022,"20,000",automatic,gas,"900,000"
Chevrolet,Optra,2009,"128,000",automatic,gas,"225,000"
Speranza,Tiggo,2017,"122,000",automatic,gas,"310,000"
Toyota,Corolla,2006,0,automatic,gas,"360,000"
Hyundai,Elantra HD,2020,"33,000",automatic,gas,"490,000"
Mitsubishi,Lancer EX Shark,2016,"125,000",automatic,gas,"400,000"
Hyundai,Elantra,2007,"240,000",automatic,gas,"295,000"
Hyundai,Excel,1998,"153,000",manual,gas,"65,000"
Daewoo,Juliet,1999,"219,000",manual,gas,"107,000"
Chevrolet,Optra,2014,"20,000",manual,gas,"240,000"
Kia,Cerato,2015,"160,000",automatic,gas,"430,000"
Renault,Sandero Step Way,2017,"190,000",automatic,gas,"320,000"
Ford,Kuga,2019,"65,000",automatic,gas,"870,000"
MG,5,2021,"58,000",automatic,gas,"510,000"
Fiat,Shahin,2007,0,manual,gas,"100,000"
Chevrolet,Lanos,2019,"50,000",manual,gas,"215,000"
Hyundai,Elantra MD,2013,"130,000",automatic,gas,"400,000"
Skoda,Octavia A4,1998,"250,000",manual,gas,"177,000"
Toyota,Corolla,2022,"28,000",automatic,gas,"700,000"
Nissan,Sunny,2016,"120,000",automatic,gas,"290,000"
Mercedes,200,1976,0,manual,gas,"60,000"
Opel,Insignia,2014,"124,000",automatic,gas,"452,000"
Hyundai,Tucson Turbo GDI || Tucson Turbo,2021,"63,000",automatic,gas,"1,070,000"
Fiat,128,1989,"23,536",manual,gas,"25,000"
Daewoo,Lanos,1999,"185,000",manual,gas,"135,000"
Byd,F3,2018,"370,000",manual,gas,"195,000"
Kia,Saipa,2014,"240,000",manual,gas,"87,000"
Chevrolet,Optra,2014,"20,000",manual,gas,"240,000"
Toyota,Corolla,2021,"70,000",automatic,gas,"820,000"
Fiat,Punto evo,2011,"166,000",manual,gas,"235,000"
Daewoo,Nubira 1,2009,"265,000",manual,gas,"135,000"
Skoda,Kodiaq,2020,"71,000",automatic,gas,"1,270,000"
Geely,Emgrand 7,2013,"172,000",manual,gas,"157,000"
Kia,Cerato,2010,"175,000",automatic,gas,"315,000"
Speranza,A516,2008,"93,000",automatic,gas,"123,000"
Kia,Cerato Koup,2013,"170,000",automatic,gas,"310,000"
Byd,F3,2019,"155,000",manual,gas,"235,000"
Volkswagen,Scirocco,2010,"153,000",automatic,gas,"280,000"
Kia,Cerato,2017,"70,000",automatic,gas,"500,000"
Geely,Emgrand 7,2017,"150,000",manual,gas,"190,000"
Hyundai,Elantra HD,2018,"120,000",automatic,gas,"350,000"
Toyota,Yaris,2009,"195,500",automatic,gas,"275,000"
Nissan,Sunny,2014,"163,000",automatic,gas,"255,000"
Zotye,Xplosion,2007,0,manual,gas,"80,000"
Nissan,Qashqai,2016,"150,000",automatic,gas,"400,000"
Byd,F3,2021,"72,000",manual,gas,"265,000"
Mercedes,E 200,2004,"150,000",automatic,gas,"545,000"
Geely,Emgrand 7,2017,"150,000",manual,gas,"180,000"
Peugeot,RCZ,2015,"50,000",automatic,gas,"500,000"
Proton,Gen 2,2008,"130,500",automatic,gas,"210,000"
Fiat,128,1986,0,manual,gas,"42,500"
Chevrolet,Lanos,2014,"230,000",manual,gas,"115,000"
Chevrolet,Optra,2018,"132,000",automatic,gas,"255,000"
Hyundai,Accent RB,2015,"80,000",automatic,gas,"390,000"
Ford,Expedition,1998,"200,000",automatic,gas,"190,000"
Mitsubishi,Colt,1993,"160,000",manual,gas,"80,000"
Fiat,Tipo,2020,"65,000",automatic,gas,"600,000"
Skoda,Octavia A5,2007,"60,000",automatic,gas,"290,000"
Chevrolet,Spark,2010,"90,000",manual,gas,"130,000"
Nissan,Sunny,2020,"70,000",automatic,gas,"360,000"
Volkswagen,Passat,2009,"207,000",automatic,gas,"340,000"
Suzuki,Alto,2008,"150,000",manual,gas,"85,000"
Honda,Civic,2009,"222,000",automatic,gas,"330,000"
Skoda,Rapid,2015,"90,000",automatic,gas,"390,000"
Nissan,Sunny,2014,"157,000",automatic,gas,"238,000"
Lada,2107,1990,0,manual,gas,"45,000"
Suzuki,Alto,2006,"73,000",manual,gas,"78,000"
Hyundai,Elantra HD,2021,"48,000",automatic,gas,"430,000"
Nissan,Sunny,2017,"157,000",automatic,gas,"337,000"
Nissan,Sunny,2023,"18,000",automatic,gas,"435,000"
BMW,320,2016,"117,000",automatic,gas,"1,150,000"
Chery,Arrizo 5,2022,"38,000",automatic,gas,"385,000"
Chevrolet,Optra,2006,"192,000",automatic,gas,"200,000"
Daihatsu,YRV,2002,"182,000",automatic,gas,"130,000"
Hyundai,Verna,2008,"240,000",manual,gas,"150,000"
Hyundai,Elantra Coupe,2005,"130,000",manual,gas,"245,000"
MG,ZS,2022,"6,000",automatic,gas,"620,000"
Chevrolet,Optra,2019,"100,000",automatic,Hybrid,"365,000"
Speranza,A620,2008,"150,000",automatic,gas,"135,000"
Daihatsu,Grand terios,2011,"130,000",automatic,gas,"270,000"
Opel,Corsa,2000,"230,000",manual,gas,"90,000"
Nissan,Qashqai,2013,"185,000",automatic,gas,"385,000"
Fiat,Tipo,2021,"115,000",manual,gas,"380,000"
Peugeot,405,1991,"220,000",manual,gas,"80,000"
Fiat,128,1990,0,manual,gas,"25,000"
Peugeot,508,2016,"145,000",automatic,gas,"550,000"
BMW,X1,2013,"100,000",automatic,gas,"585,000"
Lada,2105,1995,0,manual,gas,"34,000"
Kia,Cerato,2015,"140,000",automatic,gas,"387,000"
Lancia,Dedra,1995,"140,000",manual,gas,"115,000"
Fiat,127,1984,0,manual,gas,"17,500"
Renault,Duster,2019,"120,000",automatic,gas,"460,000"
Nissan,Sunny,1999,"320,193",manual,gas,"170,000"
Mahindra,Scorpio,2008,"350,000",manual,diesel,"140,000"
Renault,Sandero,2013,"153,000",manual,gas,"160,000"
Nissan,Sentra,2023,"11,000",automatic,gas,"600,000"
Toyota,Corolla,2009,"132,000",automatic,gas,"350,000"
Citroën,C4,2013,"190,000",automatic,gas,"350,000"
Mitsubishi,Lancer EX Shark,2015,"200,000",automatic,gas,"330,000"
Volkswagen,Polo,2012,"212,000",automatic,gas,"250,000"
Chery,Tiggo 3,2022,"32,000",automatic,gas,"490,000"
Chevrolet,Captiva,2012,"135,000",automatic,gas,"400,000"
Peugeot,405,1994,"225,000",manual,gas,"67,000"
Geely,Cool Ray,2022,"2,000",automatic,gas,"600,000"
Chevrolet,Optra,2007,"290,000",manual,gas,"180,000"
Toyota,Belta,2022,"70,000",automatic,gas,"480,000"
Kia,Grand Cerato,2022,"52,000",automatic,gas,"700,000"
Kia,Forte,2009,"102,000",automatic,gas,"350,000"
Jeep,Liberty,2004,"214,000",automatic,gas,"300,000"
Fiat,Punto,2012,"127,000",manual,gas,"130,000"
Nissan,Sunny,2018,"70,000",automatic,gas,"312,000"
Chevrolet,Pickup,2019,"180,000",manual,diesel,"400,000"
Mercedes,C 180,2023,300,automatic,gas,"2,650,000"
Renault,Sandero Step Way,2016,"150,000",automatic,gas,"325,000"
Nissan,Sunny,2013,"116,000",automatic,gas,"290,000"
Renault,Scenic,2006,"220,000",automatic,gas,"170,000"
Brilliance,Galena,2008,"113,855",automatic,gas,"135,000"
Fiat,Tipo,2020,"60,000",automatic,gas,"475,000"
Byd,F3,2017,"100,000",manual,gas,"210,000"
Speranza,A516,2010,"270,000",manual,gas,"110,000"
Toyota,Starlet,1994,"250,000",manual,gas,"70,000"
Mercedes,C 200,2009,"115,000",automatic,gas,"600,000"
Mitsubishi,Lancer Puma,2006,"127,000",automatic,gas,"260,000"
Toyota,Corolla,1999,0,automatic,gas,"110,000"
Peugeot,508,2012,"180,000",automatic,gas,"390,000"
Geely,X7,2020,"27,000",automatic,gas,"550,000"
Nissan,Sunny,2007,"200,000",automatic,gas,"200,000"
Opel,Mokka,2022,"30,000",automatic,gas,"880,000"
Daewoo,Leganza,1999,"240,000",automatic,gas,"135,000"
Nissan,Sunny,2016,"131,000",automatic,gas,"270,000"
Toyota,Yaris,2009,"250,000",automatic,gas,"220,000"
Peugeot,301,2015,"90,000",automatic,gas,"295,000"
Nissan,Sentra,2016,"120,000",automatic,gas,"330,000"
Honda,Civic,1984,"234,000",manual,gas,"32,000"
Fiat,Palio,2006,"108,000",manual,gas,"125,000"
Skoda,Octavia A4,1999,"209,000",manual,gas,"175,000"
Fiat,Tipo,2022,"5,000",automatic,gas,"650,000"
BMW,X1,2018,"119,000",automatic,gas,"940,000"
Chery,Tiggo 3,2020,"100,000",automatic,diesel,"440,000"
Chevrolet,Optra,2014,"110,000",automatic,natural gas,"270,000"
Nissan,Sunny,2018,"135,000",automatic,gas,"270,000"
Kia,Sportage,2022,"17,000",automatic,gas,"950,000"
Speranza,A516,2010,"260,000",manual,gas,"120,000"
Chevrolet,Spark,2011,"60,000",manual,gas,"125,000"
Toyota,Corolla,2016,"86,000",automatic,gas,"515,000"
Skoda,Octavia A5,2005,"270,000",automatic,gas,"310,000"
Daewoo,Lanos 2,2008,"288,000",manual,gas,"120,000"
Zotye,T600,2019,"84,000",automatic,gas,"580,000"
Jeep,Cherokee,1992,0,manual,gas,"79,000"
Daewoo,Nubira 2,2004,"220,000",manual,gas,"130,000"
Renault,Megane,2005,"180,000",manual,gas,"170,000"
Nissan,Sentra,2016,"120,000",automatic,gas,"340,000"
Volkswagen,Jetta,2011,"194,000",automatic,gas,"360,000"
Kia,Cerato,2017,"125,000",automatic,gas,"455,000"
Byd,F3,2021,"46,000",manual,Hybrid,"330,000"
Speranza,Tiggo,2010,"300,000",manual,gas,"200,000"
Nissan,Sunny,2015,"200,000",automatic,gas,"250,000"
Opel,Astra,2020,"30,000",automatic,gas,"530,000"
Volkswagen,Jetta,2008,"230,000",automatic,gas,"320,000"
Hyundai,Elantra AD,2018,"130,000",automatic,gas,"465,000"
Lada,Granta,2019,"77,000",manual,gas,"200,000"
MG,5,2021,"22,000",automatic,gas,"495,000"
Mercedes,E 300,2021,"9,000",automatic,gas,"270,000"
Mercedes,C 180,2013,"165,000",automatic,gas,"850,000"
Dodge,Challenger,2016,"70,000",automatic,gas,"390,000"
Hyundai,IX 35,2015,"130,000",automatic,gas,"600,000"
Mitsubishi,Lancer Puma,2007,"160,000",automatic,gas,"290,000"
Hyundai,Viva,2009,"120,000",manual,gas,"170,000"
Chery,Tiggo 3,2022,"29,000",automatic,gas,"455,000"
Mercedes,C 180,2010,"150,000",automatic,gas,"630,000"
Daewoo,Nubira 1,1997,"98,000",manual,gas,"95,000"
Opel,Astra,2013,"110,000",automatic,gas,"330,000"
Gmc,Yukon XL,2003,"135,000",automatic,gas,"525,000"
Daihatsu,Kancil,2000,0,manual,gas,"65,000"
Speranza,A620,2007,"182,000",automatic,gas,"132,000"
Ford,Focus,2013,"190,000",automatic,gas,"390,000"
Hyundai,Veloster,2012,"122,008",automatic,gas,"320,000"
Chery,Tiggo 3,2023,0,automatic,gas,"515,000"
Kia,Carnival,2012,"177,000",automatic,gas,"330,000"
Ford,Fiesta,2019,"20,000",automatic,gas,"580,000"
BMW,X5,2018,"80,000",automatic,gas,"2,375,000"
Hyundai,Elantra HD,2019,"165,000",automatic,gas,"475,000"
Jac,A 10 || A10,2013,"60,000",manual,gas,"90,000"
Chevrolet,Aveo,2016,"63,000",automatic,gas,"280,000"
BMW,320,2015,"97,000",automatic,gas,"875,000"
Toyota,Fortuner,2023,0,automatic,gas,"2,300,000"
Hyundai,Elantra CN7,2022,"10,000",automatic,gas,"710,000"
Renault,Sandero Step Way,2016,"72,000",automatic,gas,"325,000"
Daewoo,Lanos,2000,"90,000",manual,gas,"120,000"
Toyota,Corolla,2009,"176,000",automatic,gas,"320,000"
Chevrolet,Cruze,2010,"300,000",automatic,gas,"235,000"
Daewoo,Lanos,2006,"388,000",manual,gas,"65,000"
Mitsubishi,Lancer EX Shark,2016,"134,000",automatic,gas,"457,000"
Hyundai,Accent,1999,"180,000",manual,gas,"95,000"
Opel,Meriva,2016,"110,000",automatic,gas,"330,000"
Seat,Toledo,2000,"190,000",automatic,gas,"190,000"
MG,HS,2022,"18,000",automatic,gas,"830,000"
Kia,Sportage,2021,"40,000",automatic,gas,"950,000"
Skoda,Octavia A4,2000,"200,000",automatic,gas,"175,000"
Daihatsu,Materia,2007,"120,000",automatic,gas,"285,000"
Renault,Clio,2008,"110,000",manual,gas,"130,000"
BMW,330,2023,10,automatic,gas,"2,900,000"
Kia,Picanto,2015,"180,000",automatic,gas,"345,000"
Jeep,Wrangler,2017,"52,000",automatic,gas,"1,350,000"
Fiat,Regata,1989,"250,000",manual,gas,"30,000"
Chrysler,Pacifica,2018,"50,000",automatic,gas,"2,500,000"
Cadillac,Escalade,2015,"22,000",automatic,gas,"4,500,000"
Chevrolet,N200,2010,0,manual,gas,"90,000"
Changan,Alsvin,2022,"30,000",manual,gas,"260,000"
BMW,316,2015,"185,650",automatic,gas,"599,000"
Dodge,Journey,2009,"169,000",automatic,gas,"550,000"
Fiat,Tempra,1994,0,manual,gas,"50,000"
Fiat,127,1984,0,manual,gas,"23,000"
Kia,Cerato,2010,"165,000",automatic,gas,"275,000"
Opel,Astra,2016,"90,000",automatic,gas,"385,000"
Opel,Mokka,2016,"114,000",automatic,gas,"410,000"
MG,6,2021,"50,000",automatic,gas,"610,000"
Renault,Megane,2022,"23,000",automatic,gas,"705,000"
Lada,Granta,2021,"35,000",automatic,gas,"280,000"
Toyota,Microbus,2022,100,manual,diesel,"480,000"
Kia,Sportage,2015,"145,000",automatic,gas,"730,000"
Mercedes,E 200,2022,"9,000",automatic,gas,"1,980,000"
Chery,Tiggo 3,2017,"37,000",automatic,gas,"355,000"
Mercedes,GLA,2022,50,automatic,gas,"2,150,000"
Kia,Cerato,2022,"1,900",automatic,gas,"780,000"
Renault,Sandero,2014,"90,000",automatic,gas,"260,000"
MG,5,2021,"62,000",automatic,gas,"510,000"
Renault,Kadjar,2020,"70,000",automatic,gas,"740,000"
Chevrolet,N200,2011,"250,000",manual,gas,"90,000"
Skoda,Felicia,1995,"200,000",manual,gas,"75,000"
Changan,Alsvin,2022,"100,000",automatic,gas,"300,000"
Kia,Rio,2019,"150,000",automatic,gas,"425,000"
Chevrolet,Aveo,2007,"180,000",manual,gas,"150,000"
Citroën,Xsara,2004,"300,000",manual,gas,"155,000"
Chevrolet,Lanos,2010,"146,000",manual,gas,"170,000"
Karry,Q22,2017,"250,000",manual,gas,"140,000"
Opel,Astra,2000,"60,000",manual,gas,"150,000"
Jeep,Grand Cherokee,2016,"137,000",automatic,gas,"1,050,000"
Opel,Astra,2018,"125,000",automatic,gas,"475,000"
Landwind,X7,2010,"28,000",manual,gas,"165,000"
Fiat,Shahin,1995,0,manual,gas,"42,500"
Kia,Sportage,2012,"160,000",automatic,gas,"510,000"
Byd,F3,2021,"50,000",manual,gas,"460,000"
Hyundai,Excel,1998,"250,000",manual,gas,"63,000"
DFSK,330S,2022,"95,000",manual,gas,"370,000"
Hyundai,H1,2000,"200,000",manual,natural gas,"130,000"
Ssang Yong,Tivoli XLV,2019,"54,000",automatic,gas,"520,000"
Jeep,Liberty,2007,"227,000",automatic,gas,"320,000"
Kia,Rio,2015,"225,000",automatic,gas,"305,000"
Hyundai,Elantra,2008,"84,000",automatic,gas,"350,000"
Hyundai,Tucson Turbo GDI || Tucson Turbo,2017,"125,000",automatic,gas,"600,000"
Kia,Cerato,2018,"55,000",automatic,gas,"515,000"
Kia,Picanto,2008,"181,000",manual,gas,"208,000"
Chery,Arrizo 5,2023,"6,000",automatic,gas,"435,000"
Skoda,Felicia,1997,0,manual,gas,"65,000"
Hyundai,I10,2011,"92,000",automatic,gas,"235,000"
Hyundai,Tucson GDI,2021,"34,000",automatic,gas,"980,000"
Opel,Cascada,2017,"89,000",automatic,gas,"750,000"
Peugeot,3008,2020,"62,000",automatic,gas,"930,000"
Fiat,Tipo,2020,"41,000",manual,gas,"350,000"
Fiat,Palio,2006,"160,000",manual,gas,"130,000"
Nissan,Qashqai,2021,"6,000",automatic,gas,"900,000"
Volkswagen,Transporter,2008,"300,000",manual,gas,"200,000"
Hyundai,Elantra MD,2012,"120,000",automatic,gas,"395,000"
